,YearStart,YearEnd,LocationAbbr,LocationDesc,StratificationCategory1,Stratification1,StratificationCategoryID1,StratificationID1,LocationID,OverweightValue,ObeseValue,TvValue,SodaValue,VegetableValue,FruitValue,PhysicalActivityValue,PhysicalEducationValue
1339,2005,2005,HI,Hawaii,Grade,10th,GRADE,GRADE10,15,16.7,23.7,35.0,33.1,40.2,43.9,34.3,24.7
1341,2019,2019,WI,Wisconsin,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,55,15.5,19.3,22.9,19.1,52.9,52.1,23.6,58.3
1344,2003,2003,NY,New York,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,36,14.7,11.3,21.4,20.8,33.8,40.4,29.8,21.2
1349,2019,2019,GA,Georgia,Grade,9th,GRADE,GRADE09,13,14.4,11.5,23.8,17.6,34.1,39.1,21.3,17.4
1354,2005,2005,RI,Rhode Island,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,44,15.9,19.5,24.6,24.3,38.5,43.0,38.3,30.8
1360,2017,2017,NY,New York,Gender,Female,GEN,FEMALE,36,15.2,15.5,38.5,37.8,46.0,44.0,25.7,40.5
1362,2019,2019,OK,Oklahoma,Grade,9th,GRADE,GRADE09,40,12.1,4.4,12.4,5.5,26.4,40.8,26.5,33.0
1363,2009,2009,ME,Maine,Grade,11th,GRADE,GRADE11,23,14.7,14.4,15.0,20.9,40.5,49.0,18.9,25.3
1376,2017,2017,CT,Connecticut,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,9,24.8,15.1,33.7,8.6,64.2,52.1,20.7,27.6
1377,2003,2003,OK,Oklahoma,Grade,9th,GRADE,GRADE09,40,12.5,13.5,17.4,15.1,35.8,43.3,24.5,23.2
1380,2007,2007,US,National,Total,Total,OVR,OVERALL,59,17.7,8.8,25.7,23.3,41.6,30.6,20.7,34.3
1396,2011,2011,ND,North Dakota,Total,Total,OVR,OVERALL,38,17.5,20.2,27.2,41.5,40.0,46.5,40.8,34.9
1403,2013,2013,NJ,New Jersey,Total,Total,OVR,OVERALL,34,16.5,15.8,42.9,40.5,42.4,39.8,25.9,29.2
1409,2011,2011,RI,Rhode Island,Gender,Female,GEN,FEMALE,44,14.5,12.9,29.2,19.4,54.0,57.4,21.3,9.7
1410,2017,2017,IL,Illinois,Gender,Female,GEN,FEMALE,17,14.5,9.7,15.1,15.2,39.3,37.7,24.5,31.3
1411,2019,2019,NJ,New Jersey,Grade,11th,GRADE,GRADE11,34,17.2,11.1,31.1,24.3,41.7,39.8,24.1,17.7
1413,2011,2011,VT,Vermont,Grade,11th,GRADE,GRADE11,50,16.6,14.6,19.2,18.2,38.7,43.0,26.8,27.7
1414,2013,2013,MS,Mississippi,Grade,11th,GRADE,GRADE11,28,13.5,12.1,19.6,20.5,38.5,46.7,33.6,26.8
1421,2007,2007,SD,South Dakota,Grade,10th,GRADE,GRADE10,46,15.4,19.8,38.5,42.7,46.5,42.3,34.6,44.6
1422,2019,2019,CT,Connecticut,Grade,10th,GRADE,GRADE10,9,16.6,14.2,39.0,28.5,46.1,34.1,29.0,33.1
1425,2009,2009,IL,Illinois,Grade,10th,GRADE,GRADE10,17,14.5,11.8,27.4,22.9,40.2,39.8,29.3,35.1
1427,2011,2011,NM,New Mexico,Grade,12th,GRADE,GRADE12,35,19.3,20.3,37.6,29.6,56.8,46.7,7.4,10.4
1429,2019,2019,MD,Maryland,Grade,12th,GRADE,GRADE12,24,26.6,16.8,22.1,22.7,51.2,48.1,25.3,44.9
1430,2015,2015,ME,Maine,Race/Ethnicity,Asian,RACE,RACEASN,23,16.9,17.2,29.7,30.9,44.8,43.2,18.8,29.7
1432,2011,2011,RI,Rhode Island,Gender,Male,GEN,MALE,44,15.5,14.9,25.6,23.4,41.5,45.0,27.2,30.9
1433,2009,2009,VT,Vermont,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,50,13.2,9.6,16.9,14.7,37.0,41.3,19.1,18.0
1435,2009,2009,FL,Florida,Grade,11th,GRADE,GRADE11,12,19.9,25.3,20.6,23.2,47.6,53.1,21.0,8.4
1441,2019,2019,VA,Virginia,Gender,Female,GEN,FEMALE,51,11.5,13.2,13.5,14.8,34.7,41.5,28.0,14.8
1455,2009,2009,NV,Nevada,Gender,Male,GEN,MALE,32,14.9,10.8,28.0,20.2,35.3,36.5,26.7,23.2
1459,2019,2019,CA,California,Race/Ethnicity,Asian,RACE,RACEASN,6,11.6,18.6,19.4,18.9,44.5,49.4,15.5,27.4
1463,2015,2015,NV,Nevada,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,32,18.1,12.4,23.0,29.4,37.7,42.8,27.4,22.7
1464,2001,2001,TX,Texas,Gender,Female,GEN,FEMALE,48,16.2,15.7,32.7,37.2,34.8,46.6,31.6,32.0
1465,2019,2019,KY,Kentucky,Total,Total,OVR,OVERALL,21,16.2,18.2,54.6,28.0,45.7,36.4,26.0,27.6
1466,2009,2009,AR,Arkansas,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,5,12.8,14.2,18.6,15.2,33.8,43.0,18.5,10.2
1476,2019,2019,ID,Idaho,Grade,9th,GRADE,GRADE09,16,22.8,9.1,42.3,33.8,34.8,50.6,30.0,24.2
1480,2009,2009,HI,Hawaii,Grade,10th,GRADE,GRADE10,15,15.6,14.8,20.7,18.7,40.6,39.2,26.1,29.9
1482,2019,2019,MT,Montana,Gender,Female,GEN,FEMALE,30,16.2,13.7,26.4,41.7,33.7,40.2,32.9,23.1
1484,2019,2019,NM,New Mexico,Grade,10th,GRADE,GRADE10,35,21.5,26.7,21.9,10.3,39.0,28.1,27.6,23.1
1487,2017,2017,NM,New Mexico,Grade,9th,GRADE,GRADE09,35,15.1,22.8,16.4,16.7,43.6,43.4,20.2,36.3
1492,2011,2011,AR,Arkansas,Grade,10th,GRADE,GRADE10,5,17.5,19.9,25.1,15.9,47.2,45.3,20.7,35.8
1493,2019,2019,VT,Vermont,Grade,11th,GRADE,GRADE11,50,16.3,13.8,33.0,20.2,43.8,44.2,24.1,12.2
1494,2003,2003,AL,Alabama,Grade,11th,GRADE,GRADE11,1,15.5,8.7,27.8,17.0,44.4,42.3,14.3,14.1
1497,2007,2007,VT,Vermont,Grade,11th,GRADE,GRADE11,50,19.0,16.4,31.1,50.5,38.0,44.3,31.5,49.4
1499,2005,2005,NC,North Carolina,Total,Total,OVR,OVERALL,37,13.6,11.3,24.1,18.5,41.1,39.2,26.4,15.8
1500,2017,2017,LA,Louisiana,Total,Total,OVR,OVERALL,22,22.8,7.5,35.1,20.2,43.9,32.7,27.5,41.6
1510,2007,2007,OK,Oklahoma,Total,Total,OVR,OVERALL,40,18.1,9.7,22.2,15.7,41.1,41.8,16.5,21.6
1512,2009,2009,CT,Connecticut,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,9,9.9,8.0,21.9,6.7,39.4,38.7,19.4,34.0
1517,2009,2009,GA,Georgia,Grade,9th,GRADE,GRADE09,13,12.8,15.8,34.6,18.6,43.9,46.2,19.8,6.5
1518,2015,2015,PA,Pennsylvania,Race/Ethnicity,Hispanic,RACE,RACEHIS,42,16.4,14.3,22.7,21.2,39.0,40.3,26.0,48.4
1522,2019,2019,NC,North Carolina,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,37,16.3,14.3,29.9,39.0,35.0,38.1,28.6,27.3
1526,2019,2019,KY,Kentucky,Race/Ethnicity,Hispanic,RACE,RACEHIS,21,13.4,13.2,31.7,17.5,40.8,45.1,21.0,6.9
1527,2009,2009,NY,New York,Total,Total,OVR,OVERALL,36,15.0,11.6,19.3,13.8,41.2,42.6,29.0,21.2
1528,2007,2007,GA,Georgia,Race/Ethnicity,Hispanic,RACE,RACEHIS,13,13.7,12.7,30.8,17.5,32.1,30.8,24.8,17.0
1529,2005,2005,SD,South Dakota,Grade,9th,GRADE,GRADE09,46,16.5,16.9,20.4,17.9,39.6,39.2,24.9,24.3
1536,2017,2017,IL,Illinois,Grade,9th,GRADE,GRADE09,17,15.2,13.3,18.4,11.4,37.0,41.9,26.6,13.7
1539,2009,2009,UT,Utah,Gender,Female,GEN,FEMALE,49,14.0,7.3,22.7,27.7,38.0,43.3,23.5,14.2
1540,2019,2019,OH,Ohio,Gender,Female,GEN,FEMALE,39,13.9,12.0,25.6,36.5,40.5,42.6,37.3,22.7
1547,2019,2019,US,National,Grade,12th,GRADE,GRADE12,59,15.7,15.3,17.7,18.0,41.1,44.5,17.2,12.1
1553,2013,2013,WY,Wyoming,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,56,15.6,15.7,32.9,25.0,47.4,42.1,30.0,38.3
1556,2015,2015,NC,North Carolina,Gender,Female,GEN,FEMALE,37,13.1,9.4,17.0,12.5,34.4,37.0,23.2,46.2
1557,2019,2019,NM,New Mexico,Gender,Male,GEN,MALE,35,14.2,11.0,25.9,33.1,32.8,40.6,26.3,25.7
1560,2015,2015,WY,Wyoming,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,56,12.6,7.8,21.2,22.5,32.4,38.0,28.6,33.2
1562,2017,2017,UT,Utah,Gender,Female,GEN,FEMALE,49,17.4,14.1,37.8,27.0,43.6,35.3,26.5,30.0
1564,2017,2017,SC,South Carolina,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,45,25.5,7.6,39.0,24.6,38.6,41.1,26.1,25.3
1566,2009,2009,OK,Oklahoma,Total,Total,OVR,OVERALL,40,15.8,17.0,22.4,23.0,44.1,40.2,30.0,28.8
1568,2019,2019,VA,Virginia,Gender,Male,GEN,MALE,51,14.6,13.8,23.3,27.4,37.2,35.7,26.5,15.8
1572,2019,2019,HI,Hawaii,Race/Ethnicity,Hispanic,RACE,RACEHIS,15,15.6,9.8,32.8,28.3,40.3,34.7,13.7,45.0
1576,2005,2005,AR,Arkansas,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,5,18.9,18.8,23.0,17.5,44.2,48.8,31.5,41.5
1584,2017,2017,AK,Alaska,Gender,Male,GEN,MALE,2,15.7,11.0,14.5,9.9,44.9,49.7,18.2,13.1
1585,2013,2013,MA,Massachusetts,Grade,10th,GRADE,GRADE10,25,16.0,24.6,26.5,21.7,54.2,36.5,20.4,23.8
1589,2019,2019,NV,Nevada,Grade,11th,GRADE,GRADE11,32,16.0,19.1,25.7,25.0,39.8,35.2,25.2,30.4
1590,2019,2019,ID,Idaho,Gender,Female,GEN,FEMALE,16,16.0,16.2,26.3,21.8,40.8,43.3,36.8,42.4
1592,2019,2019,US,National,Race/Ethnicity,Hispanic,RACE,RACEHIS,59,16.7,17.3,26.1,30.2,40.3,41.5,35.2,28.4
1593,2009,2009,ND,North Dakota,Gender,Female,GEN,FEMALE,38,16.2,16.0,18.6,15.6,45.4,45.4,27.4,11.9
1596,2005,2005,OK,Oklahoma,Grade,10th,GRADE,GRADE10,40,20.0,20.1,30.1,15.8,56.4,45.2,19.0,21.9
1600,2007,2007,IN,Indiana,Grade,12th,GRADE,GRADE12,18,16.9,10.5,26.5,15.5,34.1,37.6,19.5,21.4
1602,2003,2003,IN,Indiana,Grade,11th,GRADE,GRADE11,18,12.9,9.4,22.6,18.2,33.2,39.0,27.7,34.9
1608,2019,2019,OH,Ohio,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,39,18.0,17.9,22.3,18.5,47.7,43.0,29.7,45.9
1611,2015,2015,MO,Missouri,Gender,Male,GEN,MALE,29,13.5,14.5,18.0,17.5,41.9,38.9,20.8,70.3
1614,2007,2007,IN,Indiana,Total,Total,OVR,OVERALL,18,15.4,18.0,26.7,32.9,42.7,44.6,22.5,19.3
1615,2017,2017,WI,Wisconsin,Gender,Male,GEN,MALE,55,18.8,14.2,32.5,23.9,40.9,42.6,28.1,42.7
1616,2009,2009,NY,New York,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,36,17.9,25.2,20.9,24.9,48.7,52.1,28.8,18.3
1624,2011,2011,WV,West Virginia,Grade,10th,GRADE,GRADE10,54,14.2,13.3,24.3,35.2,36.3,40.2,23.4,24.4
1625,2017,2017,MD,Maryland,Grade,10th,GRADE,GRADE10,24,18.5,18.2,20.1,25.2,51.5,52.0,18.8,13.9
1627,2019,2019,MI,Michigan,Grade,11th,GRADE,GRADE11,26,18.9,13.9,36.9,36.6,46.3,51.9,23.5,50.3
1643,2019,2019,AL,Alabama,Total,Total,OVR,OVERALL,1,19.3,21.9,22.5,21.5,40.1,55.8,15.9,8.1
1644,2009,2009,PA,Pennsylvania,Gender,Male,GEN,MALE,42,15.0,6.8,23.7,17.1,35.5,35.1,21.3,36.2
1648,2019,2019,NE,Nebraska,Grade,11th,GRADE,GRADE11,31,16.7,16.6,19.2,16.7,42.5,44.8,27.9,10.7
1653,2009,2009,WI,Wisconsin,Grade,11th,GRADE,GRADE11,55,13.0,13.8,21.2,36.5,29.9,37.6,27.0,14.2
1654,2011,2011,KY,Kentucky,Race/Ethnicity,Hispanic,RACE,RACEHIS,21,13.3,10.3,21.7,17.4,39.2,45.5,18.8,11.0
1656,2019,2019,SD,South Dakota,Grade,9th,GRADE,GRADE09,46,16.1,10.2,15.5,12.4,37.9,37.6,19.9,19.2
1658,2017,2017,NY,New York,Race/Ethnicity,Hispanic,RACE,RACEHIS,36,14.5,11.3,20.9,11.3,38.5,50.1,13.0,14.2
1660,2005,2005,DC,District of Columbia,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,11,16.0,14.1,27.7,34.1,38.8,40.3,23.5,19.2
1661,2015,2015,FL,Florida,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,12,15.5,16.9,24.1,22.6,37.3,42.4,24.7,18.5
1664,2019,2019,MI,Michigan,Grade,9th,GRADE,GRADE09,26,15.9,9.7,31.4,29.1,46.7,50.4,26.6,29.2
1666,2017,2017,PR,Puerto Rico,Grade,12th,GRADE,GRADE12,72,13.5,8.8,22.4,27.3,37.0,41.6,28.3,21.6
1678,2007,2007,KS,Kansas,Gender,Male,GEN,MALE,20,14.5,15.8,13.6,18.6,40.5,38.4,32.6,29.8
1680,2015,2015,PA,Pennsylvania,Gender,Female,GEN,FEMALE,42,14.5,9.3,22.8,26.9,36.8,39.7,22.7,44.7
1681,2019,2019,NH,New Hampshire,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,33,13.8,12.3,23.7,29.4,39.8,43.8,21.9,26.2
1684,2009,2009,IL,Illinois,Race/Ethnicity,Asian,RACE,RACEASN,17,12.7,15.4,24.6,23.6,39.3,47.6,19.0,14.7
1686,2013,2013,DE,Delaware,Grade,12th,GRADE,GRADE12,10,15.8,12.0,23.1,19.8,39.8,45.9,35.6,29.3
1687,2019,2019,UT,Utah,Grade,10th,GRADE,GRADE10,49,19.5,16.1,41.1,40.1,50.1,47.8,24.2,42.5
1690,2019,2019,MS,Mississippi,Grade,10th,GRADE,GRADE10,28,14.1,20.0,33.9,33.3,45.9,44.7,34.9,23.3
1691,2019,2019,MD,Maryland,Grade,10th,GRADE,GRADE10,24,14.6,10.2,18.1,12.9,33.5,39.8,29.3,18.9
1692,2011,2011,IL,Illinois,Race/Ethnicity,Hispanic,RACE,RACEHIS,17,13.0,13.6,15.6,7.7,48.2,61.5,11.2,6.2
1696,2001,2001,ME,Maine,Grade,9th,GRADE,GRADE09,23,19.3,16.8,46.0,29.2,50.2,42.1,17.2,14.1
1704,2017,2017,LA,Louisiana,Grade,11th,GRADE,GRADE11,22,13.3,19.1,38.0,25.3,44.7,43.2,15.3,19.3
1708,2015,2015,AL,Alabama,Gender,Female,GEN,FEMALE,1,15.5,15.6,32.9,38.0,37.5,39.4,31.0,30.7
1710,2015,2015,AZ,Arizona,Grade,9th,GRADE,GRADE09,4,17.3,16.7,20.1,27.9,41.1,44.9,21.7,13.0
1716,2019,2019,NC,North Carolina,Total,Total,OVR,OVERALL,37,21.1,14.8,30.2,28.1,56.2,53.0,31.5,54.8
1717,2015,2015,WV,West Virginia,Grade,12th,GRADE,GRADE12,54,22.0,14.4,24.1,19.1,52.8,58.5,21.0,23.4
1720,2013,2013,ME,Maine,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,23,19.4,17.0,29.7,14.4,55.6,45.2,18.4,40.9
1723,2009,2009,VT,Vermont,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,50,16.1,13.6,17.5,11.6,40.4,44.9,24.0,29.3
1731,2019,2019,SC,South Carolina,Grade,12th,GRADE,GRADE12,45,12.3,13.0,40.7,32.1,51.0,50.4,13.1,16.1
1733,2019,2019,KY,Kentucky,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,21,18.3,15.2,37.8,22.6,43.1,35.0,25.5,37.7
1737,2019,2019,MO,Missouri,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,29,17.4,20.9,38.3,26.1,52.7,43.6,24.2,24.1
1742,2007,2007,TN,Tennessee,Gender,Female,GEN,FEMALE,47,16.9,23.9,22.7,28.8,45.9,44.8,33.4,29.3
1747,2005,2005,NC,North Carolina,Gender,Male,GEN,MALE,37,14.1,18.1,31.2,23.5,36.5,29.0,29.8,28.2
1754,2019,2019,OH,Ohio,Grade,10th,GRADE,GRADE10,39,15.6,15.5,39.8,40.4,37.7,37.4,21.1,25.2
1756,2017,2017,ND,North Dakota,Grade,9th,GRADE,GRADE09,38,16.5,12.8,27.8,21.0,43.0,44.7,30.6,23.3
1760,2013,2013,LA,Louisiana,Grade,9th,GRADE,GRADE09,22,14.5,11.3,28.9,22.5,38.4,36.9,23.5,54.4
1765,2019,2019,NJ,New Jersey,Gender,Female,GEN,FEMALE,34,17.0,18.5,25.5,32.4,42.9,47.3,20.2,22.3
1768,2003,2003,VI,Virgin Islands,Grade,10th,GRADE,GRADE10,78,17.7,19.9,21.4,27.1,49.5,53.6,21.4,21.2
1770,2015,2015,FL,Florida,Grade,10th,GRADE,GRADE10,12,15.6,17.4,41.3,20.7,60.7,45.2,32.8,34.7
1778,2015,2015,MD,Maryland,Grade,10th,GRADE,GRADE10,24,16.0,12.3,29.2,20.9,42.1,39.9,22.5,19.9
1779,2019,2019,PR,Puerto Rico,Total,Total,OVR,OVERALL,72,17.1,8.6,16.7,12.3,40.6,35.6,15.7,34.6
1781,2019,2019,TN,Tennessee,Gender,Female,GEN,FEMALE,47,17.7,15.5,52.1,23.1,48.4,38.5,26.7,24.0
1793,2013,2013,DE,Delaware,Race/Ethnicity,Hispanic,RACE,RACEHIS,10,14.7,12.8,25.1,20.9,29.9,36.6,24.9,20.0
1795,2005,2005,AZ,Arizona,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,4,17.9,12.6,32.1,17.5,45.2,39.5,19.5,18.9
1796,2019,2019,MT,Montana,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,30,22.2,13.7,19.9,18.4,41.3,34.0,22.3,25.6
1797,2013,2013,NV,Nevada,Gender,Female,GEN,FEMALE,32,13.0,7.9,25.2,22.6,35.1,38.4,18.4,26.1
1798,2001,2001,NJ,New Jersey,Gender,Female,GEN,FEMALE,34,16.5,13.9,39.0,26.7,50.7,40.1,28.8,39.9
1800,2009,2009,MS,Mississippi,Grade,9th,GRADE,GRADE09,28,18.3,13.9,23.4,16.3,46.1,48.8,19.2,25.1
1805,2017,2017,ND,North Dakota,Gender,Female,GEN,FEMALE,38,18.6,21.9,15.9,17.4,56.2,47.1,22.4,29.6
1806,2019,2019,TN,Tennessee,Grade,9th,GRADE,GRADE09,47,12.3,13.6,37.5,31.1,49.9,53.9,18.7,8.6
1808,2019,2019,AR,Arkansas,Grade,12th,GRADE,GRADE12,5,13.0,13.5,28.0,41.6,37.9,46.7,29.3,41.9
1810,2011,2011,TN,Tennessee,Grade,12th,GRADE,GRADE12,47,21.1,24.6,21.0,19.7,35.2,42.6,28.4,27.9
1812,2009,2009,KY,Kentucky,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,21,14.7,12.0,28.2,21.7,38.7,38.7,23.8,13.3
1817,2017,2017,IA,Iowa,Grade,10th,GRADE,GRADE10,19,17.4,14.6,38.1,19.4,43.4,41.6,26.3,47.1
1819,2019,2019,CT,Connecticut,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,9,16.9,14.7,31.4,28.6,59.9,51.6,23.9,48.9
1821,2019,2019,OK,Oklahoma,Grade,11th,GRADE,GRADE11,40,12.2,22.9,29.7,40.1,33.1,28.8,29.0,15.5
1830,2017,2017,NC,North Carolina,Race/Ethnicity,Asian,RACE,RACEASN,37,12.3,11.7,15.5,6.6,48.0,34.9,20.1,22.7
1839,2017,2017,KS,Kansas,Grade,9th,GRADE,GRADE09,20,14.3,11.9,34.2,28.4,45.5,44.3,32.6,48.5
1840,2013,2013,KS,Kansas,Gender,Male,GEN,MALE,20,21.8,13.0,38.4,24.5,47.0,40.0,18.5,11.0
1842,2005,2005,MT,Montana,Grade,9th,GRADE,GRADE09,30,14.3,11.4,23.8,23.4,32.5,33.4,36.8,33.6
1843,2001,2001,US,National,Total,Total,OVR,OVERALL,59,12.4,11.7,22.7,29.1,34.2,37.0,29.4,17.7
1847,2009,2009,AK,Alaska,Grade,11th,GRADE,GRADE11,2,15.2,12.6,18.5,15.0,37.5,44.9,26.0,19.1
1849,2009,2009,WV,West Virginia,Grade,9th,GRADE,GRADE09,54,14.3,8.8,48.6,32.1,47.7,42.7,26.7,23.3
1850,2007,2007,AK,Alaska,Grade,10th,GRADE,GRADE10,2,12.7,11.9,19.8,22.8,37.1,37.1,34.8,35.7
1851,2019,2019,VT,Vermont,Gender,Female,GEN,FEMALE,50,16.5,8.0,27.1,16.9,34.9,36.2,16.0,22.0
1853,2007,2007,ME,Maine,Grade,11th,GRADE,GRADE11,23,15.5,15.2,31.3,37.8,43.5,46.7,21.7,15.5
1854,2011,2011,MD,Maryland,Grade,9th,GRADE,GRADE09,24,16.0,8.2,30.8,19.0,43.6,42.8,16.4,17.3
1858,2005,2005,IA,Iowa,Grade,12th,GRADE,GRADE12,19,12.8,17.4,15.2,7.3,39.9,58.0,20.4,6.2
1859,2015,2015,NH,New Hampshire,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,33,12.8,11.5,25.3,23.4,35.4,36.6,29.1,28.5
1860,2019,2019,MS,Mississippi,Gender,Male,GEN,MALE,28,17.1,24.3,23.0,26.7,54.3,49.9,29.3,23.2
1862,2017,2017,PA,Pennsylvania,Race/Ethnicity,Hispanic,RACE,RACEHIS,42,14.2,23.6,19.6,25.8,53.2,58.4,15.7,12.1
1865,2007,2007,MT,Montana,Gender,Male,GEN,MALE,30,13.9,16.4,36.9,28.3,43.9,34.9,20.5,25.4
1867,2019,2019,NY,New York,Grade,12th,GRADE,GRADE12,36,15.1,10.6,26.4,17.7,40.1,38.5,25.4,17.2
1868,2019,2019,SD,South Dakota,Grade,12th,GRADE,GRADE12,46,22.5,17.6,21.3,19.3,45.8,56.1,15.7,6.1
1869,2019,2019,NY,New York,Grade,9th,GRADE,GRADE09,36,15.3,16.6,35.0,34.9,49.1,49.8,26.4,25.7
1871,2011,2011,OH,Ohio,Gender,Male,GEN,MALE,39,16.8,13.1,13.7,17.8,37.6,46.4,21.7,23.6
1872,2019,2019,FL,Florida,Grade,10th,GRADE,GRADE10,12,14.2,11.9,29.6,32.8,40.5,43.1,26.8,24.1
1885,2007,2007,FL,Florida,Grade,12th,GRADE,GRADE12,12,12.9,11.7,30.9,28.2,40.8,45.2,25.0,42.3
1889,2009,2009,LA,Louisiana,Grade,12th,GRADE,GRADE12,22,17.0,13.5,33.5,31.6,40.8,46.2,23.4,13.9
1890,2003,2003,ID,Idaho,Grade,11th,GRADE,GRADE11,16,15.3,15.7,37.9,41.5,40.4,50.7,17.1,25.5
1894,2019,2019,VA,Virginia,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,51,11.0,7.8,19.4,17.5,33.1,38.2,28.2,22.8
1897,2019,2019,MO,Missouri,Gender,Female,GEN,FEMALE,29,14.9,17.4,34.0,28.3,43.5,45.4,20.8,13.6
1898,2017,2017,CT,Connecticut,Grade,12th,GRADE,GRADE12,9,16.0,15.6,37.2,29.0,47.5,42.1,27.1,36.0
1905,2017,2017,NM,New Mexico,Grade,10th,GRADE,GRADE10,35,14.9,12.3,35.1,37.6,44.1,52.7,24.6,20.0
1913,2011,2011,MT,Montana,Gender,Male,GEN,MALE,30,15.1,14.4,35.0,19.8,38.3,38.5,25.0,25.4
1914,2013,2013,NC,North Carolina,Race/Ethnicity,Hispanic,RACE,RACEHIS,37,17.0,12.7,35.3,36.9,44.1,48.6,24.5,29.0
1917,2001,2001,RI,Rhode Island,Total,Total,OVR,OVERALL,44,15.5,18.0,15.0,15.5,37.0,45.8,22.8,20.1
1920,2015,2015,VA,Virginia,Race/Ethnicity,Asian,RACE,RACEASN,51,18.7,13.7,20.6,12.9,47.5,50.9,25.8,46.8
1931,2007,2007,IA,Iowa,Total,Total,OVR,OVERALL,19,10.8,9.1,28.3,29.0,37.3,47.7,24.5,36.2
1934,2009,2009,RI,Rhode Island,Grade,11th,GRADE,GRADE11,44,15.8,12.0,31.0,21.4,37.4,42.2,20.1,21.1
1937,2011,2011,TN,Tennessee,Race/Ethnicity,Hispanic,RACE,RACEHIS,47,17.5,16.1,30.8,28.2,48.8,50.8,25.4,32.2
1939,2017,2017,NH,New Hampshire,Total,Total,OVR,OVERALL,33,18.3,15.8,23.4,29.1,50.4,56.5,24.8,36.3
1941,2005,2005,NJ,New Jersey,Total,Total,OVR,OVERALL,34,10.8,9.8,21.3,24.2,31.8,37.6,18.3,23.0
1944,2017,2017,AK,Alaska,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,2,16.5,17.1,23.1,23.4,46.2,51.9,29.5,27.0
1946,2003,2003,VI,Virgin Islands,Race/Ethnicity,Hispanic,RACE,RACEHIS,78,10.1,14.1,32.2,32.6,39.2,39.3,24.5,26.7
1948,2009,2009,ND,North Dakota,Grade,10th,GRADE,GRADE10,38,13.9,18.7,38.6,35.4,50.9,52.7,22.5,20.2
1951,2017,2017,NC,North Carolina,Grade,11th,GRADE,GRADE11,37,17.1,13.4,51.7,34.9,57.1,52.8,29.8,34.3
1952,2013,2013,ME,Maine,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,23,16.9,13.0,27.1,17.1,43.0,36.5,16.0,36.4
1956,2019,2019,NY,New York,Gender,Female,GEN,FEMALE,36,17.5,9.5,27.4,23.6,36.8,36.4,32.8,35.8
1970,2007,2007,MI,Michigan,Race/Ethnicity,Hispanic,RACE,RACEHIS,26,13.8,11.8,29.4,27.4,37.9,43.1,24.4,29.2
1973,2003,2003,ME,Maine,Grade,9th,GRADE,GRADE09,23,12.8,12.1,32.1,22.6,42.8,38.6,24.1,19.2
1974,2019,2019,NV,Nevada,Grade,12th,GRADE,GRADE12,32,13.2,15.7,22.0,24.2,40.4,48.5,35.0,5.5
1978,2017,2017,TX,Texas,Grade,12th,GRADE,GRADE12,48,11.2,12.6,24.6,30.7,35.4,37.9,20.5,12.4
1982,2011,2011,TX,Texas,Grade,9th,GRADE,GRADE09,48,15.5,14.7,25.0,20.1,40.2,47.1,28.3,19.6
1984,2009,2009,MT,Montana,Grade,10th,GRADE,GRADE10,30,17.1,13.5,17.6,11.4,37.6,43.6,20.7,16.3
1987,2007,2007,IN,Indiana,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,18,15.9,28.9,19.4,18.4,41.1,52.0,25.1,10.3
1991,2013,2013,RI,Rhode Island,Grade,9th,GRADE,GRADE09,44,11.8,11.0,27.3,16.9,40.4,35.0,24.2,28.3
1992,2009,2009,NV,Nevada,Gender,Female,GEN,FEMALE,32,12.6,14.7,33.6,32.5,43.0,50.2,26.7,24.8
